ID,CSE1,CSE2,CSE3,CSE4,SECTION
321,H%d%49dsffw,ddsfs79$*%^&,bffdd31**^&$,bffdd74adsfy,A
322,H%d%89dsfy,ddfs83**&%&,bffdd78dsfy,#%%$84$*%^&,C
323,sada29asdgfw,edf49**^&$,#%%$62xdff,sada56adsfy,C
324,ddfs38$*%^&,H%d%76**^&$,bffdd94asdgfw,ddsfs92adsfy,D
325,bffdd64asdgfw,ddfs88vgfs,#%%$80xdff,ddsfs89$*%^&,B
326,cxscc67dsffw,cxscc64asdgfw,bffdd47**^&$,#%%$93**^&$,C
327,sada71xdff,H%d%25$*%^&,**$@%31xfsadf,bffdd72dsfy,D
328,edf70adsfy,**$@%73dsfy,dsfe38**^&$,ddsfs73adsfy,A
329,bffdd87**&%&,sada82adsfy,dsfe47dsffw,#%%$72**&%&,D
330,ddsfs80xdff,edf38**^&$,**$@%80$*%^&,H%d%77xdff,A
331,**$@%55**&%&,edf77adsfy,edf26xdff,cxscc28dsfy,A
332,bffdd60adsfy,sada57xdff,**$@%40$*%^&,H%d%85xfsadf,C
333,bffdd69dsfy,sada63xfsadf,dsfe64**^&$,cxscc57xdff,B
334,ddsfs34asdgfw,#%%$31**&%&,sada46**&%&,#%%$54asdgfw,D
335,dsfe71dsfy,#%%$31xdff,ddfs45**&%&,**$@%32**&%&,C
336,bffdd59xfsadf,H%d%85asdgfw,dsfe93**&%&,ddsfs66xdff,A
337,bffdd92$*%^&,bffdd59dsffw,bffdd37asdgfw,**$@%28**^&$,C
338,ddfs40adsfy,#%%$87xfsadf,dsfe31$*%^&,ddfs89$*%^&,D
339,#%%$30asdgfw,sada29**^&$,dsfe46**^&$,#%%$33vgfs,A
340,edf38vgfs,ddsfs68**&%&,#%%$25vgfs,edf74xfsadf,A
341,ddfs56dsfy,H%d%64$*%^&,ddsfs47xfsadf,H%d%41vgfs,D
342,**$@%66vgfs,sada49dsffw,cxscc58dsfy,sada45**&%&,B
343,cxscc94**&%&,**$@%86**&%&,cxscc55vgfs,sada75dsffw,A
344,ddsfs86$*%^&,sada88adsfy,**$@%36xdff,dsfe66dsfy,C
345,H%d%59adsfy,**$@%26dsffw,bffdd80$*%^&,ddsfs72dsfy,D
346,**$@%82asdgfw,ddsfs50$*%^&,ddfs82**&%&,edf50asdgfw,D
347,cxscc68**^&$,ddsfs63**^&$,H%d%28**^&$,cxscc78vgfs,C
348,ddfs80dsffw,bffdd84adsfy,cxscc47adsfy,edf33dsffw,B
349,sada88xfsadf,bffdd84$*%^&,cxscc82**^&$,bffdd40**&%&,D
350,sada72$*%^&,#%%$39asdgfw,dsfe33dsffw,edf85**&%&,D
351,#%%$89adsfy,ddsfs81asdgfw,**$@%51**^&$,dsfe29xfsadf,B
352,bffdd78adsfy,dsfe34xdff,**$@%57dsfy,bffdd36asdgfw,D
353,dsfe88dsffw,edf45adsfy,cxscc60adsfy,dsfe43**^&$,A
354,bffdd29adsfy,edf44xfsadf,cxscc85dsffw,dsfe90asdgfw,B
355,**$@%60**&%&,#%%$94dsfy,ddsfs38**^&$,cxscc31$*%^&,D
356,edf84**^&$,H%d%28**&%&,#%%$69dsffw,sada50dsffw,D
357,edf34**&%&,ddfs93$*%^&,#%%$62xfsadf,#%%$85vgfs,C
358,ddsfs30adsfy,cxscc89adsfy,sada78$*%^&,cxscc60asdgfw,D
359,ddsfs57vgfs,**$@%61asdgfw,ddsfs57$*%^&,ddsfs62dsfy,B
360,dsfe43dsffw,ddsfs74vgfs,#%%$65$*%^&,dsfe49**&%&,D
361,edf46adsfy,#%%$81vgfs,dsfe85xdff,#%%$89xdff,D
362,ddfs36dsfy,**$@%75**&%&,ddfs36**&%&,cxscc80adsfy,A
363,edf77adsfy,cxscc56$*%^&,dsfe66$*%^&,edf71xdff,B
364,**$@%41dsfy,#%%$86$*%^&,#%%$82dsffw,#%%$44xfsadf,D
365,H%d%38xdff,**$@%51asdgfw,ddsfs57xdff,cxscc25adsfy,A
366,edf83xfsadf,bffdd73**&%&,ddfs83adsfy,ddsfs44asdgfw,D
367,cxscc50adsfy,#%%$39vgfs,#%%$71**^&$,H%d%77dsfy,C
368,cxscc68vgfs,cxscc32$*%^&,#%%$55$*%^&,#%%$47**&%&,D
369,sada30xdff,H%d%39$*%^&,**$@%54xfsadf,#%%$90**&%&,B
370,bffdd76xdff,H%d%35**^&$,ddfs25**^&$,ddsfs34dsffw,C
371,ddsfs65asdgfw,ddfs69adsfy,H%d%54$*%^&,dsfe40$*%^&,A
372,bffdd28dsffw,edf28dsffw,sada33vgfs,ddsfs80xdff,A
373,bffdd47xfsadf,dsfe49asdgfw,sada81vgfs,ddsfs38$*%^&,B
374,ddsfs28asdgfw,bffdd86dsffw,cxscc49**^&$,#%%$79dsffw,A
375,ddsfs27xfsadf,ddfs42$*%^&,sada46**^&$,cxscc32**&%&,A
376,**$@%25**^&$,sada70dsffw,ddsfs44**^&$,#%%$32**&%&,B
377,sada63dsfy,ddsfs93$*%^&,cxscc88**&%&,dsfe84vgfs,C
378,cxscc42asdgfw,#%%$91$*%^&,bffdd32**^&$,ddfs65dsfy,D
379,ddsfs41**&%&,ddsfs48$*%^&,cxscc57vgfs,sada34**&%&,B
380,bffdd28xdff,cxscc49asdgfw,bffdd27asdgfw,**$@%35dsffw,A
381,ddfs88**&%&,sada34vgfs,edf42**^&$,dsfe43$*%^&,C
382,H%d%36dsfy,edf40vgfs,dsfe57asdgfw,**$@%62dsfy,B
383,bffdd42asdgfw,cxscc53dsffw,cxscc33asdgfw,ddsfs55$*%^&,C
384,H%d%49dsffw,edf60dsfy,ddfs84dsffw,cxscc31asdgfw,C
385,edf31**&%&,cxscc46xdff,ddfs72xfsadf,sada33$*%^&,B
386,edf76**&%&,**$@%71$*%^&,ddsfs79**^&$,#%%$36xdff,B
387,sada70dsffw,sada70$*%^&,edf72dsffw,ddsfs31**&%&,A
388,dsfe27dsffw,dsfe48adsfy,#%%$83vgfs,bffdd55**^&$,A
389,bffdd56dsfy,**$@%47**&%&,bffdd31dsfy,bffdd69xdff,A
390,#%%$59xdff,**$@%72xfsadf,bffdd82xdff,ddfs46dsffw,B
391,dsfe65dsffw,cxscc73dsffw,ddsfs69**^&$,dsfe37$*%^&,C
392,**$@%66**^&$,bffdd48$*%^&,dsfe94$*%^&,cxscc51vgfs,D
393,H%d%50**&%&,sada73dsfy,cxscc53adsfy,cxscc32xdff,A
394,sada91$*%^&,cxscc68**&%&,ddfs58$*%^&,ddsfs58**^&$,B
395,edf31dsfy,ddfs33dsfy,sada39**^&$,ddfs70vgfs,C
396,dsfe78dsfy,**$@%53$*%^&,**$@%40xfsadf,dsfe53asdgfw,D
397,H%d%74**&%&,#%%$79vgfs,cxscc47**&%&,ddfs25**^&$,A
398,dsfe68dsffw,ddfs38**^&$,edf78**^&$,dsfe90dsffw,B
399,dsfe32$*%^&,edf90adsfy,bffdd83dsffw,dsfe58adsfy,A
400,dsfe83**^&$,#%%$68asdgfw,H%d%28xfsadf,cxscc88$*%^&,D
401,H%d%41xdff,edf45adsfy,ddsfs41adsfy,H%d%74xdff,A
402,bffdd89xfsadf,edf30xdff,#%%$34xfsadf,H%d%65**&%&,C
403,ddsfs42adsfy,edf43adsfy,ddfs51vgfs,sada88asdgfw,D
404,cxscc26**&%&,#%%$84dsfy,H%d%75$*%^&,H%d%70**&%&,C
405,dsfe31xdff,sada58$*%^&,cxscc80xdff,ddsfs87$*%^&,D
406,dsfe71xdff,cxscc55**^&$,bffdd86adsfy,ddfs54xfsadf,D
407,ddsfs40asdgfw,H%d%43asdgfw,#%%$59**^&$,cxscc58asdgfw,C
408,cxscc28$*%^&,bffdd82$*%^&,ddfs92dsfy,dsfe34dsfy,D
409,#%%$66asdgfw,dsfe81xfsadf,ddsfs66xfsadf,**$@%48dsffw,D
410,ddsfs32vgfs,H%d%50xdff,dsfe39**&%&,ddsfs92asdgfw,D
411,ddfs72**&%&,sada30**^&$,#%%$31xfsadf,ddfs80asdgfw,D
412,sada92**^&$,bffdd91vgfs,edf91vgfs,sada48**^&$,A
413,edf69**^&$,ddsfs27xdff,H%d%84vgfs,#%%$44**&%&,A
414,dsfe55$*%^&,#%%$92dsfy,edf63dsfy,cxscc34**&%&,B
415,#%%$29xfsadf,**$@%72vgfs,cxscc86xdff,bffdd58**&%&,C
416,cxscc41$*%^&,bffdd52xfsadf,ddsfs85$*%^&,ddsfs69xfsadf,A
417,dsfe26vgfs,cxscc51vgfs,ddfs73dsfy,#%%$75asdgfw,B
418,edf32adsfy,cxscc88xfsadf,#%%$80dsfy,ddfs27**^&$,A
419,**$@%35xdff,ddsfs29xdff,H%d%70xdff,dsfe90xdff,D
420,#%%$83$*%^&,cxscc28dsffw,bffdd58**^&$,dsfe28**^&$,A
421,sada75asdgfw,bffdd73asdgfw,H%d%60xdff,bffdd30adsfy,D
422,#%%$71**&%&,ddfs47adsfy,#%%$53xdff,dsfe42**&%&,A
423,H%d%43xdff,sada47dsffw,bffdd25dsffw,bffdd67dsfy,C
424,bffdd65$*%^&,edf78xfsadf,sada48adsfy,edf71asdgfw,A
425,H%d%92vgfs,**$@%67adsfy,**$@%42xdff,H%d%82xfsadf,D
426,ddsfs79$*%^&,ddfs73xdff,cxscc88vgfs,ddfs43asdgfw,D
427,sada82xfsadf,H%d%45$*%^&,H%d%39$*%^&,ddfs64**&%&,C
428,**$@%36$*%^&,sada25vgfs,#%%$56**&%&,edf81adsfy,D
429,**$@%61xdff,dsfe38**&%&,edf64adsfy,cxscc32dsfy,D
430,edf34**^&$,**$@%31dsfy,H%d%65$*%^&,**$@%70adsfy,A
431,bffdd25asdgfw,ddfs52xfsadf,ddfs59xfsadf,ddsfs83adsfy,A
432,#%%$91dsfy,ddfs39vgfs,#%%$66adsfy,ddsfs28**&%&,D
433,ddsfs27**^&$,H%d%48$*%^&,cxscc81vgfs,ddfs78xfsadf,A
434,edf64xfsadf,H%d%48**&%&,H%d%27**^&$,dsfe74dsfy,D
435,H%d%45asdgfw,cxscc31**&%&,ddsfs76$*%^&,#%%$39**&%&,D
436,dsfe93**&%&,bffdd80**^&$,bffdd88xdff,edf82**^&$,D
437,sada75xdff,bffdd76dsffw,cxscc58**^&$,cxscc55adsfy,A
438,ddsfs86dsfy,#%%$79**^&$,bffdd60dsfy,ddsfs84dsfy,A
439,sada41**&%&,dsfe86**&%&,sada48$*%^&,ddsfs76dsfy,A
440,edf32**&%&,H%d%56**&%&,sada61dsffw,ddsfs83adsfy,D
441,dsfe56xfsadf,ddfs81vgfs,bffdd54**^&$,sada79vgfs,A
442,edf87$*%^&,ddsfs73**&%&,#%%$70dsffw,ddsfs70**&%&,D
443,**$@%93**^&$,H%d%43$*%^&,bffdd37vgfs,sada74xdff,B
444,**$@%38vgfs,H%d%62dsffw,**$@%83asdgfw,sada73**^&$,A
445,cxscc27asdgfw,ddsfs84dsfy,dsfe27vgfs,bffdd86**^&$,C
446,edf91dsffw,H%d%92$*%^&,ddsfs39adsfy,dsfe44adsfy,A
447,cxscc71dsfy,#%%$66$*%^&,H%d%40**&%&,sada69**&%&,A
448,ddfs75**&%&,ddsfs31adsfy,edf70xfsadf,edf81adsfy,B
449,#%%$69$*%^&,**$@%70adsfy,**$@%50vgfs,sada39dsffw,C
450,**$@%94xfsadf,dsfe28**^&$,H%d%29xdff,ddfs59dsfy,C
451,#%%$67xfsadf,H%d%82xfsadf,edf75asdgfw,ddfs42asdgfw,C
452,bffdd29**&%&,dsfe29adsfy,bffdd85asdgfw,edf76xfsadf,A
453,ddsfs52xdff,ddsfs61xdff,sada50dsfy,ddfs42**&%&,B
454,**$@%50xfsadf,ddsfs25xfsadf,ddfs51**&%&,dsfe93$*%^&,B
455,edf89**&%&,dsfe43**&%&,ddsfs45**&%&,edf43dsffw,B
456,ddsfs25asdgfw,bffdd40xfsadf,**$@%39dsffw,sada33**&%&,C
457,cxscc67asdgfw,#%%$35adsfy,bffdd75xfsadf,ddfs74**&%&,B
458,sada44**&%&,bffdd77asdgfw,#%%$49dsfy,**$@%44asdgfw,B
459,sada84adsfy,dsfe34**&%&,H%d%80adsfy,sada85xfsadf,A
460,ddsfs45asdgfw,#%%$26xfsadf,**$@%36dsfy,ddfs85xfsadf,A
461,ddfs50xdff,H%d%70xdff,**$@%60**^&$,edf60$*%^&,A
462,#%%$90dsffw,edf78adsfy,ddsfs37**^&$,H%d%30adsfy,B
463,cxscc61dsfy,#%%$78asdgfw,cxscc71asdgfw,sada67dsfy,C
464,cxscc83xfsadf,**$@%46**^&$,ddfs87asdgfw,sada82$*%^&,C
465,H%d%61**^&$,ddsfs45xdff,sada74dsffw,sada84adsfy,A
466,edf57dsffw,ddsfs56vgfs,sada61vgfs,ddfs52adsfy,B
467,ddsfs63dsffw,H%d%54$*%^&,cxscc32**&%&,ddfs84vgfs,B
468,cxscc43asdgfw,ddsfs85vgfs,ddsfs79adsfy,dsfe47$*%^&,A
469,ddsfs40vgfs,**$@%73xfsadf,ddsfs64dsffw,**$@%31**^&$,D
470,dsfe77dsffw,ddfs88dsffw,dsfe50vgfs,#%%$75**&%&,B
471,edf31xdff,sada78$*%^&,cxscc74dsffw,**$@%94vgfs,A
472,edf86**&%&,H%d%94xfsadf,H%d%61asdgfw,**$@%49dsffw,D
473,#%%$61asdgfw,H%d%93asdgfw,#%%$93**^&$,edf52xfsadf,B
474,#%%$82**&%&,ddsfs83dsfy,H%d%67dsffw,**$@%51dsfy,B
475,H%d%67xfsadf,#%%$78xdff,dsfe40xdff,**$@%53$*%^&,A
476,cxscc78$*%^&,edf55**^&$,H%d%60dsfy,edf90vgfs,D
477,#%%$87$*%^&,#%%$66dsfy,bffdd28**&%&,sada40xdff,B
478,cxscc30adsfy,sada75dsffw,edf62dsffw,cxscc65xdff,B
479,sada42xfsadf,edf37xfsadf,ddsfs75$*%^&,dsfe34dsffw,C
480,bffdd86adsfy,**$@%71adsfy,ddsfs90**&%&,bffdd68xfsadf,C
481,H%d%38xfsadf,**$@%51**^&$,ddsfs93asdgfw,cxscc30dsfy,D
482,**$@%30dsffw,#%%$88xfsadf,sada34$*%^&,dsfe78xdff,B
483,H%d%38$*%^&,cxscc43xfsadf,**$@%78dsffw,ddsfs82dsffw,D
484,dsfe38$*%^&,H%d%85dsfy,ddsfs41$*%^&,dsfe26adsfy,D
485,ddsfs52asdgfw,bffdd81xfsadf,dsfe67dsfy,ddfs77$*%^&,B
486,ddsfs70xdff,edf40dsffw,cxscc49vgfs,#%%$55xdff,B
487,**$@%31adsfy,bffdd74vgfs,ddfs70**^&$,ddsfs64**&%&,D
488,sada28xfsadf,**$@%78dsffw,bffdd48vgfs,H%d%65vgfs,C
489,edf28$*%^&,bffdd37dsffw,H%d%90xdff,**$@%82**&%&,A
490,H%d%90adsfy,bffdd94xdff,sada61dsfy,**$@%88asdgfw,C
491,**$@%65**&%&,sada53asdgfw,ddfs55vgfs,ddsfs67$*%^&,B
492,edf40asdgfw,cxscc40xdff,cxscc50xfsadf,H%d%59xdff,A
493,sada73**&%&,ddfs83**^&$,sada79vgfs,dsfe82asdgfw,C
494,edf52dsffw,cxscc30$*%^&,dsfe90adsfy,**$@%50**&%&,A
495,#%%$47dsffw,H%d%67**^&$,**$@%78dsffw,#%%$91dsffw,B
496,sada92xfsadf,edf90dsfy,ddsfs70xdff,edf46dsffw,C
497,bffdd85**^&$,#%%$49xdff,**$@%67asdgfw,sada82**&%&,A
498,ddsfs63**&%&,ddsfs82xfsadf,#%%$94vgfs,cxscc65vgfs,B
499,H%d%91**^&$,H%d%58vgfs,ddsfs29**&%&,**$@%38dsffw,A
500,ddsfs51xfsadf,sada28$*%^&,cxscc56dsffw,ddsfs84vgfs,A
501,sada92asdgfw,sada88$*%^&,ddsfs93vgfs,sada76xfsadf,B
502,ddsfs84dsfy,ddsfs50adsfy,edf64xfsadf,**$@%26vgfs,C
503,bffdd70**&%&,H%d%25dsffw,cxscc92**&%&,bffdd81dsfy,B
504,#%%$47adsfy,sada48dsfy,dsfe66dsfy,**$@%44dsfy,C
505,sada57asdgfw,ddfs38adsfy,ddsfs91**^&$,**$@%86adsfy,B
506,cxscc40adsfy,ddfs52**^&$,cxscc55**^&$,cxscc55xfsadf,C
507,edf34vgfs,H%d%89dsffw,sada87xfsadf,sada70dsffw,C
508,bffdd49asdgfw,edf45xdff,H%d%53vgfs,edf64**&%&,B
509,edf44dsffw,dsfe67dsfy,ddfs36xfsadf,sada35vgfs,C
510,sada57asdgfw,sada88adsfy,#%%$68**^&$,dsfe37**&%&,A
511,cxscc87asdgfw,sada55dsffw,edf48**^&$,bffdd41dsffw,B
512,sada40dsffw,dsfe49xfsadf,edf48xfsadf,cxscc33xdff,C
513,ddfs94**&%&,dsfe69vgfs,sada66xdff,dsfe58$*%^&,A
514,ddfs73dsffw,sada49adsfy,bffdd62xfsadf,ddfs71dsffw,A
515,cxscc34**^&$,#%%$31dsffw,sada83dsfy,**$@%32dsfy,D
516,ddsfs36**&%&,sada89xfsadf,**$@%76dsfy,H%d%30vgfs,D
517,dsfe90**&%&,**$@%39xfsadf,edf94xfsadf,H%d%90dsfy,B
518,**$@%54dsffw,cxscc27xfsadf,bffdd63dsfy,ddfs41**&%&,B
519,cxscc62xdff,dsfe93**&%&,edf90$*%^&,**$@%50adsfy,B
520,bffdd68asdgfw,ddfs32xfsadf,ddsfs37dsffw,#%%$76$*%^&,C
521,ddfs57asdgfw,bffdd57$*%^&,ddfs90adsfy,sada61$*%^&,D
522,H%d%72**&%&,dsfe54dsffw,edf43**&%&,bffdd33asdgfw,B
523,bffdd68xdff,cxscc30dsfy,sada49adsfy,cxscc52dsffw,C
524,bffdd80**&%&,bffdd38$*%^&,sada78xdff,ddfs31vgfs,D
525,edf36dsfy,#%%$47adsfy,#%%$72vgfs,#%%$56adsfy,A
526,cxscc79dsfy,edf94dsfy,dsfe68dsfy,H%d%88xfsadf,D
527,dsfe50vgfs,ddsfs72dsfy,cxscc74asdgfw,bffdd82xfsadf,C
528,H%d%39dsfy,H%d%93**&%&,**$@%82$*%^&,H%d%87dsfy,B
529,H%d%59dsffw,#%%$53**&%&,H%d%83**^&$,H%d%94**&%&,D
530,sada43vgfs,sada45vgfs,edf52xfsadf,**$@%39adsfy,A
531,ddsfs88xdff,cxscc83asdgfw,dsfe44adsfy,edf71dsffw,C
532,sada37vgfs,H%d%85xdff,bffdd29vgfs,dsfe91**&%&,A
533,dsfe92xdff,ddfs25**&%&,ddfs83xfsadf,bffdd83asdgfw,B
534,bffdd78asdgfw,cxscc88dsffw,edf53vgfs,ddfs60vgfs,C
535,sada85$*%^&,sada34adsfy,H%d%28**&%&,ddfs57xfsadf,D
536,**$@%52vgfs,#%%$58dsffw,cxscc42vgfs,H%d%62$*%^&,A
537,ddsfs43**&%&,#%%$41$*%^&,dsfe54adsfy,**$@%38xfsadf,B
538,ddfs58vgfs,cxscc36xfsadf,edf60xfsadf,**$@%25dsfy,B
539,sada31$*%^&,edf46xfsadf,ddfs28**^&$,ddsfs35xdff,B
540,H%d%30adsfy,bffdd50asdgfw,**$@%94**^&$,dsfe55vgfs,A
541,dsfe77adsfy,**$@%63adsfy,cxscc49adsfy,sada43**^&$,B
542,ddfs88xdff,**$@%58dsffw,#%%$42xdff,ddsfs33vgfs,D
543,ddsfs45xfsadf,edf62$*%^&,**$@%52xdff,bffdd27xfsadf,A
544,bffdd90vgfs,**$@%86vgfs,cxscc35vgfs,sada45vgfs,D
545,sada61dsfy,#%%$29dsffw,bffdd79**&%&,#%%$58**&%&,C
546,ddfs79adsfy,ddfs65vgfs,dsfe44asdgfw,ddsfs58xdff,A
547,ddsfs33adsfy,ddsfs44xdff,ddfs46$*%^&,dsfe36$*%^&,D
548,ddsfs88xfsadf,#%%$37**^&$,dsfe48dsffw,sada34**^&$,B
549,#%%$73vgfs,H%d%71vgfs,ddfs29**^&$,dsfe82$*%^&,B
550,dsfe38dsfy,sada33**&%&,ddsfs34dsffw,**$@%73**&%&,B
551,dsfe90asdgfw,ddsfs45**^&$,H%d%51dsfy,**$@%84**&%&,C
552,**$@%72dsfy,ddfs83adsfy,sada40**^&$,dsfe92**&%&,D
553,dsfe79xfsadf,H%d%31vgfs,H%d%54xdff,ddfs44dsfy,C
554,cxscc54dsffw,ddsfs48dsfy,H%d%72xfsadf,ddsfs89adsfy,D
555,dsfe35asdgfw,cxscc37**&%&,H%d%87xfsadf,sada61asdgfw,B
556,ddfs64**&%&,cxscc85xfsadf,bffdd82adsfy,**$@%80vgfs,C
557,ddfs76$*%^&,edf82vgfs,edf72adsfy,H%d%44xdff,B
558,#%%$32dsffw,ddsfs68xdff,**$@%40xdff,**$@%39dsfy,B
559,sada73**^&$,bffdd71dsffw,#%%$42**&%&,sada50xfsadf,B
560,ddfs29$*%^&,sada30$*%^&,cxscc74vgfs,edf30**^&$,B
561,**$@%60dsfy,edf54adsfy,dsfe88$*%^&,cxscc56xdff,C
562,sada34asdgfw,bffdd60xfsadf,#%%$38dsfy,ddsfs62dsffw,D
563,dsfe32asdgfw,edf68dsfy,H%d%36xdff,bffdd91xfsadf,C
564,sada74dsfy,sada93dsffw,**$@%75dsffw,ddsfs31xdff,A
565,#%%$70$*%^&,cxscc65**^&$,sada57dsffw,sada70$*%^&,D
566,sada53**&%&,**$@%90asdgfw,cxscc39**^&$,bffdd38vgfs,B
567,ddsfs71**^&$,sada83xfsadf,ddfs37**^&$,dsfe66adsfy,B
568,bffdd85asdgfw,ddfs46**&%&,H%d%28adsfy,bffdd67$*%^&,A
569,sada75**&%&,ddsfs46**^&$,ddfs70**^&$,**$@%86$*%^&,A
570,ddfs75adsfy,**$@%83dsfy,dsfe90dsffw,#%%$93dsfy,B
571,**$@%56xdff,dsfe84xdff,ddsfs25dsffw,ddsfs35xdff,B
572,edf49asdgfw,cxscc35**&%&,ddfs79adsfy,ddsfs27dsfy,C
573,bffdd35dsffw,cxscc65dsffw,cxscc80adsfy,ddfs72xdff,D
574,**$@%85vgfs,bffdd84$*%^&,edf69asdgfw,ddsfs30**^&$,C
575,dsfe59asdgfw,bffdd52xdff,bffdd30vgfs,ddsfs93**^&$,B
576,bffdd82$*%^&,edf91dsffw,ddfs30$*%^&,ddsfs47dsffw,C
577,dsfe41asdgfw,cxscc41asdgfw,**$@%43dsffw,**$@%83adsfy,D
578,sada86adsfy,dsfe56vgfs,**$@%30xdff,#%%$64**&%&,A
579,**$@%77$*%^&,edf32adsfy,edf85xfsadf,dsfe51adsfy,C
580,bffdd36asdgfw,**$@%53xfsadf,dsfe89**&%&,**$@%60asdgfw,D
581,sada37**&%&,edf35**^&$,ddfs64xdff,bffdd31vgfs,D
582,#%%$65vgfs,#%%$82adsfy,#%%$81xfsadf,H%d%36asdgfw,B
583,ddfs52**&%&,bffdd45asdgfw,#%%$37$*%^&,sada76**&%&,B
584,**$@%67**^&$,edf34$*%^&,ddfs61**&%&,ddsfs67xfsadf,B
585,H%d%66xdff,cxscc46asdgfw,#%%$29dsffw,edf26xdff,C
586,ddfs42xfsadf,**$@%79xfsadf,bffdd54**^&$,**$@%75dsffw,C
587,ddsfs51asdgfw,H%d%55**&%&,#%%$28$*%^&,ddsfs78**^&$,A
588,cxscc27dsffw,cxscc86dsfy,ddfs28adsfy,H%d%81dsffw,B
589,ddsfs28**&%&,ddfs88xfsadf,ddsfs49asdgfw,dsfe65dsffw,B
590,#%%$87xfsadf,H%d%89xdff,edf30dsffw,sada92**&%&,B
591,edf69xdff,#%%$70dsffw,H%d%81$*%^&,ddfs28xdff,D
592,#%%$27dsffw,H%d%42**&%&,cxscc92**&%&,ddsfs83adsfy,C
593,**$@%86asdgfw,bffdd88asdgfw,H%d%41**&%&,ddfs59dsfy,C
594,dsfe85$*%^&,sada60dsffw,**$@%79xdff,sada59asdgfw,C
595,sada75**^&$,ddsfs94xfsadf,#%%$86asdgfw,ddsfs58adsfy,B
596,**$@%36vgfs,ddsfs69$*%^&,ddfs81**^&$,ddfs40**^&$,B
597,bffdd84xfsadf,#%%$88dsfy,bffdd27dsffw,#%%$49vgfs,C
598,#%%$84xdff,bffdd75asdgfw,#%%$35asdgfw,H%d%63**^&$,B
599,sada90dsffw,cxscc76asdgfw,ddsfs87asdgfw,**$@%41**&%&,D
600,cxscc57dsfy,ddfs72$*%^&,cxscc82xdff,**$@%60**&%&,B
601,H%d%73adsfy,#%%$33dsffw,ddsfs42xfsadf,#%%$80xdff,A
602,edf40**&%&,dsfe57**^&$,bffdd71asdgfw,**$@%69xfsadf,D
603,H%d%73xfsadf,ddfs38adsfy,#%%$55vgfs,#%%$67$*%^&,B
604,bffdd49xfsadf,dsfe88dsfy,cxscc45asdgfw,ddfs33**&%&,A
605,bffdd35dsffw,ddsfs31$*%^&,sada75asdgfw,H%d%90xdff,C
606,ddfs57**^&$,sada51vgfs,#%%$81$*%^&,#%%$81dsffw,A
607,sada46**^&$,dsfe65xdff,ddfs79dsfy,**$@%63vgfs,D
608,bffdd34vgfs,**$@%67**&%&,dsfe76adsfy,cxscc45asdgfw,B
609,**$@%44adsfy,ddsfs59asdgfw,ddfs82xdff,sada40dsfy,A
610,sada27vgfs,ddfs73adsfy,#%%$47dsfy,ddfs82**^&$,C
611,bffdd88asdgfw,edf82adsfy,#%%$61xfsadf,bffdd89**&%&,B
612,edf81**&%&,ddsfs78$*%^&,#%%$40**^&$,#%%$73**&%&,A
613,ddsfs79**&%&,sada30xfsadf,#%%$55asdgfw,cxscc49**^&$,D
614,ddsfs85**^&$,cxscc77dsffw,H%d%87xfsadf,edf75vgfs,A
615,**$@%26dsfy,**$@%34vgfs,bffdd38**&%&,cxscc53**^&$,A
616,ddfs42asdgfw,**$@%90adsfy,edf37vgfs,ddfs92xdff,A
617,sada25asdgfw,H%d%52$*%^&,bffdd60**&%&,#%%$30dsffw,C
618,dsfe52asdgfw,dsfe68vgfs,edf68**&%&,#%%$89xdff,C
619,ddsfs31dsffw,sada87xdff,ddsfs93xdff,edf34adsfy,B
620,H%d%49xfsadf,ddfs59**^&$,H%d%72vgfs,cxscc85**&%&,A
621,dsfe78adsfy,**$@%94**^&$,cxscc63xfsadf,dsfe27$*%^&,B
622,bffdd89adsfy,cxscc49xfsadf,#%%$40dsffw,**$@%42asdgfw,C
623,bffdd80dsfy,sada69dsffw,sada64asdgfw,bffdd73**^&$,A
624,bffdd33asdgfw,ddsfs46$*%^&,cxscc91asdgfw,ddsfs55dsffw,A
625,#%%$72vgfs,H%d%86dsffw,edf30xdff,cxscc29**&%&,B
626,#%%$89xfsadf,bffdd43xfsadf,ddfs52xdff,edf58xfsadf,D
627,cxscc78**&%&,bffdd32**&%&,bffdd39xdff,bffdd82xdff,B
628,dsfe66**^&$,ddsfs63**&%&,cxscc42dsfy,H%d%37dsffw,A
629,ddsfs92xdff,H%d%73**^&$,ddsfs43asdgfw,sada84$*%^&,A
630,**$@%94dsffw,sada35adsfy,**$@%83dsfy,bffdd53dsffw,B
631,cxscc31$*%^&,H%d%33vgfs,cxscc27xdff,H%d%63vgfs,C
632,#%%$89dsffw,ddfs88**&%&,**$@%76asdgfw,ddsfs65xfsadf,A
633,dsfe66$*%^&,dsfe68dsffw,#%%$25xfsadf,#%%$55xdff,D
634,dsfe81$*%^&,cxscc77xdff,bffdd71**^&$,sada86xdff,D
635,dsfe80$*%^&,ddfs30dsfy,ddfs76$*%^&,sada32asdgfw,A
636,ddsfs94**^&$,#%%$82vgfs,sada88xdff,sada45$*%^&,A
637,sada40**&%&,dsfe66dsfy,bffdd76xfsadf,sada89**&%&,D
638,ddfs74**&%&,dsfe80vgfs,cxscc78adsfy,ddsfs56adsfy,C
639,H%d%54asdgfw,dsfe45dsffw,#%%$73dsfy,cxscc46**&%&,B
